review	rating
مطعم مازة شرقية مع صالة أفراح	5
اطيب اكل واحلى ناس	5
كتير حلو	5
الجودة والآصالة	5
قعده حلوه واكل طيب مع اركيله	5
اكل طيب	5
الخدمة ممتازة و الأكل طيب بس الأسعار غالية	2
فرح عرس	4
روعة واحسن مطعم بوجود بلال سرور	5
ممتاز	5
احلا جلسة واطيب لقمة عند المختار	4
ممتاز	5
رائع 	5
مكان رائع 	5
إلى هم 	5
رائع	5
السيد جهاد 🖒🖒🖒🖒🖒🖒🖒🖒	5
خدمة جيدة في المطعم 	2
مطعم ذو طعم مميز بضيعة جميلة 	3
اجمل مكان بلعالم راءع 	5
افضل مطعم وصالة افراح لأسرة عريقة في برجا 	5
رائع 	5
اكل ولا اروع وانصح الكل بذهاب الى مطعم وصالة الشمعة 	5
المكان رائع يقع على مكان مشرف. الطعام رائع وكذلك العاملين فيه، السعر متوسط	4
مميز يمكنك بواسطته الاستمتاع بيوم جميل	5
أطيب لقمة وأحلا جلسة	5
طعام جيد اسعار معقولة	5
جيد جدا	5
أسوأ مطعم في لبنان تبوله بايته فتوش كله سماق بابا غنوج مع بصل طالعه ريحته / الاولاد اكلوا اسكلوب طلع طعمتوا جلد الدجاج مقرف وبايت للحقيقة ما فينا نقول شي عن البطاطا المقليه وما لازم ننسى الهندبه معفنه مع العلم انك بحاجه لموعد وحجز مسبق ومش فهمانين على شو	1
اني اعمل في هذا المطعم	5
اطيب اكل	5
اطلالة رائعة	3
مطعم راقي جداً	4
مخايل سليم الحداد	2
اطيب اكل واهلا جلسة	5
حبيت كتير لخدمات يلي بيقدما ولأرغيلي طيبي كتير ولسلاد ولبيتزا شي رائع .أنا بدعو لجميع يجي يعيش رحلة لطبيعيه ولجو لحلو ولأكل لطيب عند مطعم وكافيه أبو عطايا.....	5
شي حلو كتير	5
مطعم مرتب وخرج سهرات وعندو امكانيو استقبال افراح	3
مطعم وقهوة كثير رواق وحلوة و طلبات طيبة وخصوصا milkshake lots	5
مكان راقي وخدمة ممتازة	5
الخدمة ممتازة والمكان هادئ وجميل ونظيف وفقكم الله والى الامام	5
كتير حلو واكلو طيب	4
قعدة رواق ... رائعة	5
جلسات مريحه وأجواء راقيه	4
اجمل ارغيلة وقعده	5
كتيرر حلووو	5
ممتعة	3
جرب وما بتندم	5
منظر راءىع قرب الشلال ومأكولات شهية	4
ممتاز	5
Worse place ever , bad service , rude waiters , food was mixed up, wanted to fight us over a stupid salad , which he was mistaken , didn't even apologise for it , they are the worst , next time I'm hungry I rather eat myself مكان أسوأ من أي وقت مضى، خدمة سيئة، النوادل وقحا، تم خلط الطعام حتى، أراد أن يقاتلنا على سلطة غبية، الذي كان مخطئا، و لم يعتذار عن ذلك، لا انصح احد بهذا المكان 	1
جلسة رائعة. أكل ممتاز	4
جزين و مطاعمها المطلة على الشلال تستحق الزيارة. ..رووووعة	5
أعمل لدى صخرة الشلال	5
بطاطا حرة ومقانق	5
ولا اكلة طيبة 	1
مطعم .. يقدم وجبات جيدا 	5
اطيب اكلة 	5
انى الطعام الذيذن جدن الا يمكنني المقاوما اطيب اكلا وبس 	5
مكان رائع وجميل للغايه	5
هو سناك مطعم وجبات سريعة	3
الطعام رائع والخدمه اروع	5
ان طعامه لذيذ ونظيف	5
هذه ااأشياء رإعا	5
جيد جداً	5
اسعار جيدة	5
غالي	4
ممناز	5
الأسعار صارت خياليه حاسس حالي بال داون تاون يمكن الداون تاون اسعارون ارخص يعني ازا بدي اكول كل يوم وجبه وحده بدي 500.000 بالشهر	1
أطيب وأنضف أكل	5
نصيحتي الوحيدة أنه مطعم جميل ورائع بكل ماأعنيه من كلمة مطعم جداً رائع في كل مافيه سواءً كان المأكولات البحرية والأركيلة والمشروبات مطعم الكابتن اسم ع مسما Captain إطلالة أمام البحر وأجواء في منتهى الروعة	5
المعاملة جيدة والاكل جيد ماعدا الصيادية بلا طعم والهندبة غير مصفاة جيدا ، وعندما سألنا العامل قال: هكذا يتم تحضيرها عندنا، مع العلم أننا زبائن المطعم ونعلم جيدا مهارة الطباخين فيه !!!	2
مطعم جميل بإطلالته البحرية	5
شكرا لحسن الضيافة وطيب الطعام	4
كان عشاء رائع أسماك متنوعه وإستقبال مميز وعازف عود مميز	5
مطعم ممتاز وخدمه جيده	5
جيدة افضل طبق هو البايلا	3
اكل طيب لكن السعر غالي	3
صالة ابو لونا مؤيد الاسمر	1
جميل	3
برنامج ممتاز	5
هذا المطعم من أفضل مطاعم العالم خدماته ممتازة وطعام لذيذ جدا و موقع ممتاز اطلالة رائع	5
خدمه سريعه واكل ممتاز👍👍	5
لايرجد موقف لسيارات	3
مكان روعه وأكله ولا اشهى 	4
مطعم رائع خدمة سريعة ولديه طعام ممتاز 	5
ممتاز وخدمة جيدة	5
الطعام ممتاز والجميل نظافة وترحيب كل شيءممتاز 	4
عسسل	5
المكان جيد جدا من كل النواحي العاملين ونوع الاكل المتنوع والخدمه والمنظر الرائع ع البحر 	4
مكان جميل ومنظر رائع أمام البحر… لكن هذا وحده لا يكفي لأن الطعام سيّء لا طعم له… أسعار الطعام جيّدة نوعا ما ولكن المشروبات غالية جدا خاصة عندما تكون مجبر على دفع سعر قنينة الماء الغالية التي لم تطلبها 5000 ل.ل. تنكة السفن أب 5000ل.ل… موقف السيارة من قبل الفاليه باركينغ محدد ب 5000ل.ل. لمجرد أنه حرك السيارة 10 أمتار… وضع هالمطعم مثل وضع البلد تشبيح وضحك عالناس… كانت أول وآخر مرة لا أنصح أحد بالذهاب الى هناك.	1
جو ولا أحلى على شط البحر و أكل طيب	5
هذا المكان مريح للنظر فهو مطل مباشرة على البحر ، والخدمات ممتازة ،والأهم من ذلك فهي اللقمة الطيبة والذوق اللبناني المتميز في المطبخ الشرقي . 	5
في لبنان لا يوجد امان	5
عادي مافي شي مميز	2
كان جميل جدا ومنظر مريح للنظر مع قلعة صيدا وبحرها	5
مكان جميل جدا 	5
انا ما بعرف ليه بيعملوا دعايات كاذبة و ببعتلو عن مراتون اكل و اخر شي بيطلع انه من عندهم فيك تشوف المراتون في صيدا. و انا رأيي انه هو أفشل مطعم ب لبنان و ما في مصداقية	1
الطعام والشراب لذيذ جداً	5
جميل جدا ك مكان وك معاملة، لكن بعض النادلين معاملتهم غير جيدة.	4
مطعم راقي ومميز وأطباقه شهية ومنوعة وفيه قاعات واسعة تناسب إقامة الحفلات على أنواعها، يقع على الكورنيش البحري مقابل القلعة البحرية في مدينة صيدا عاصمة جنوب لبنان.	5
مطعم ممتاز وخدمة ممتازه	5
انه مكان رائع بالخدمة والاكل اللبناني الشهي واطلالته البحريه الرائعه مقابل القلعة الأثريه انصحكم بزيارته..	5
مطعم فاخر مكان جميل وطعام شهي وإشراف رائع	5
مكان جدا رائع	5
و طاقم عمل جيد جدا	4
كان اسوا مكان تناولنا فبه الافطار هذه السنة	1
مميز	5
أجمل مطل في مقابل الشاطيء والقلعه البحريه بالإضافة إلى اللقمة الطيبة التي يحبها اللبنانيين .	5
احلى جو واطيب لقمة على شط البحر طلة بطير العقل وكل يلي بيشتغلو عندو مهزبين	5
رائع جدا منذ أيام كنت فيه، إطلالة ساحرة	5
مكان جميل جدا	5
طعام شهي وبأسعار تنافسية	5
موقع رائع على البحر ومكان مفعم بالحيوية ووجبات رائعه	5
غالي جدا	1
الخدمة ممتازة... مع نكهة رائعة في الأكل والاطلالة المميزة علي قلعة صيدا البحرية	5
خدمة سيئة	1
خدمة صفر	2
مكان راقي Taste 	5
ممتاز	5
جيد	1
مكان واطلالة جميلة 	3
مطعم وكافي الزوات صيدا مقابل القلعه	4
رائع	5
طعام ممتاز والمكان ممتاز والعاملين مهذبين واخلاق واسعار جيده.	5
طعام لذيذ جدا وخدمه ممتازه	5
بتمنالك التوفيق ودائما إلى الأفضل مطعم بيت السمك أفضل واطيب سمك أكلت بحياتي بتمنالك التوفيق ناصر الحلبي	5
الطعم لذيذ لكن الاسعار غالية جدا ومبالغ فيها.	3
الخدمه سيئه وبطيئة جدا ، الطعام لابأس به ليس بتلك الجودة ، المكان سيئ لاتوجد مراوح للتبريد كافية	1
احلي واجمل سمك اكلنا، تعالي افتح فرع في مصر	5
خدمة وسعر سيء تماما	1
تلعب نفسية المكان ( الموقع .. الخدمة .. الطبخ اللذيذ ) على شهية الزائر لياكل اطيب سمك ويتلذذ به ويقصده حتى لو كان من منطقة ثانية ... شكرا لبيت السمك وانصح الجميع بزيارته ☺	5
أكل سيء و خدمه أسوء	1
احله مطعم واطيب سمك	5
غالي ومش واو الاكل عنده بصراحة فكرته حلوه بس بدها تطوير اكثر 	1
غير متكافئ	1
جيد	5
جيد	5
بالغنى عن التعريف .. الاول	5
السمك طازج الطعم كتير طيب 	5
لقمة طيبة	5
صيدا	5
صيدا	5
نعم	1
ممتاز	5
منيح	1
مطعم بيت السمك صيدا	4
روعة روعة روعة كيف بدي ومنين بدي بالش الاكل والشرب والاصناف والموظفون وعلى راسهم الادارة شيئ رائع المسرح متناغم مع الموسيقى الخلابة واطلالة رائعة على النهر صالة مغلقة للشتاء دافئة وتراس خارجي للصيف بارد على ضفاف نهر الاولي في صيدا .... مطعم وادي اشمون تجربة انصح بها كل من يبحس عن الاناقة والمثالية في كل شيئ حتى الاسعار	5
جلسه رائعه	5
لا بأس	1
مكان رائع واكل طيب	5
روووووعة المنظر في مطعم وادي اشمون 	5
سى جدا جدا جدا	1
رائع 	5
مطعم وادي اشون الاولي صيدا	4
خدمه سيئة اكل سيء	1
مناسب جدا للاطفال فيه صالة العاب جميلة	4
البطاطا بالسلاد بار قديمة	1
مطعم مميز لتقديم الوجبات السريعه واسعاره معقوله والعاملين فيه رائعين.	5
مطعم ممتاز يقدم الوجبات السريعة باسعار معقولة 	5
مطعم شاورما تركي صيني دجاج لحمة 	5
مميز 	5
سيئ بكل معنى الكلمة 	1
اسعار جيدة	5
دجاج لزيز جدا	5
لا بأس	3
لذيذة	5
نتغدا عندها اوقات	5
يا حلاوة	5
يمي يمي 76040182 	5
جربت كثير اكل عدهن من اطيب مطاعم الهامبرغر بصيدا	5
اطيب ما قد تتذوقه من الهامبرغر ، انصحكم بتناول فقط الهامبرغ فانا افضلها عن الوجبات الباقية التي لديه فهي تتفوق على كامل اللائحة. ليس هناك خدمة على الطاولات لكنها نظيفة دائما. جو جميل مكان قريب بحاجة الى يافطة اخرى عند الاتوستراد.	4
وجبات مميزة واسعار تناسب الجميع	5
جيد	5
رائع	5
روعة	5
رائعه	5
نظافه و ترتيب و حسن ضيافه + الأخلاق و المعامله مع الزبون ... بالتقدم المزدهر pepo's dinar	5
ممتاز	4
اسعاره مقبولة	5
عنوان الاكل بصيدا	5
ماشاء الله تبارك الله	5
طيب	5
هذا المكان طعامه رائع ولذيذ جدا جدا أحبه😘	5
طعم طيب... نظافة ....وذوق ....واسعار مقبولة	5
مطعم ممتاز ديكور جميل وأداره ناجحة تسلم ايدكم	3
ممتاز	5
ييمممم رائعه	5
روعه	5
شاورما منا طيبه ابدن مطعم فاشله و سعر غالي آخر مره	1
جيد جدا و خدمة رائعة	3
اكل طيب وخدمة ممتازة	5
جيد جدا	4
مطعم جيد جدا	5
جيد	4
اطيب شاورما	5
صيدا	5
طيب ونظيف والأسعار مقبوله	4
سمك طازج وأكل طيب وخدمة حلوة وقعدة رايقة مناسبة للأفراد والعائلات .🌷🌷	5
لقريدس المشوي لذيذ جدا	5
خدمة سريعة ومكان مقبول جدا لتناول السمك المقلي والمشوي مع بعض المقبلات المرافقة. مكان صالح لتناول السمك.	4
جميل جدا	5
ممتاز	5
 أفخم مطعم في صيدا	5
أنضف و أطيب سمك بصيدا	5
جيدة جدا	3
محل جميل واكله لذيذ عجينته خفيفه ولذيذه جداً	5
طعم طيب ...شكل جميل ...انواع كتير ...وخدمة ممتازة	5
تجربة جديدة لمفهوم جديد في المعجنات	5
مكان روعه والاكل اطيب	4
المكان عادي وأقل شوي كمان، الخدمة سيئة نسبيا"ملاحظات: منقوشة زعتر ورمان : تغيير قليل بطعمة الزعتر والصورة أطيب من النكهة الخبز طازج من الفرن طبق البيض : دون المستوى لبنة: مش بلدية 	2
اطيب لقمه واحلى خدمه	5
ولا اطيب	5
ممتاز	4
مقبول	2
مكان مريح .....اطلالة جميلة... اكل طيب ..وخدمة ممتازة	5
) مكان مميز و اسعار ممتازة جدا .. ومناسب لاصطحاب الاطفال	5
مطعم المحطه طريق صيدا لقمه طيبه ومعامله جيده	3
خدمات حلوه	5
اعتقد ان طعامه غير صحي وليس مكان نظيف	2
شكرا على جهودكم	4
روعه	5
لا ينقصهم شيئ	5
ممتاز واكله طيب	4
يوصل الطلب غير صحيح وثانيا بنزل ماء بدون طلب وبيحسبا مع الفاتورة	3
ممتاز	4
اطيب شاورما	4
مناسب ومتوسط الاسعار جيد المذاق وافر الكميه	4
المطعم نظيف والخدمه ممتازة والطعام لذيذ جدا 	4
أكل طيب	4
لذيذ	4
نظافة وكرم وطعم مميز جدا.	5
جميل الله يعطيكن الف عافيه	4
كتير طيب وبالذات ابو فؤاد ملك سيخ الشاورما	5
صاحب المطعم السيد كريم حمزة و شريكه السيد نيبال عيون ورجل اﻷعمال فوزي . مطعم الحمرا يقدم لزبائنه اشهى الأطباق. فريق عمل متكامل يسعى لخدمة الزبائن على اعلى مستوى . 	3
الافضل في هذا المجال	5
اكل طيب ومكان ظريف خدمة ممتازة	5
طعم لذيذ وأسعار جيدة	4
الاكل كتيييير طيب الشاورما والبروستد والاسعار كتير حلوة	5
الطعام لذيذ، والخدمة جيدة جدا	4
مطعم يقدم وجبات لذيذة وسريعة اسعار مناسبة	5
مطعم شاورما وفروج.بروستد مشوي كريسبي	3
من أجمل المطاعم	5
رأع وأكثر من ذلك	5
لا بأس به	3
طعم ممتاز وسعر مناسب	5
جيد جدآ	5
اشهى مأكولات	5
فروج فيه كنير طيب	5
جيد	5
يقدم اشهى المأكولات الغربيه على الطريقه السوريه	4
جميل جداً 	5
اي	5
النهر هنا جميل والهواء نقي وشاعري ولكن لا يمكننا السباحه في الماء	4
في 26 \ 8 \ 2018 حين قصدنا منطقة الجنوب وابل السقي كان هذا المطعم مقصدنا اكلنا في هذا المطعم والملفت انه كبير جدا وجميل جدا ورائع جدا الأكل فيه طيب الخدمة فيه رائعة جدا رغم كثرة العدد اجواء المطعم مقبولة ديكوره جميل جدا انصح بزيارته	5
أرقى الجلسات واطيب مأكولات البحصاصة عنوان في عالم الكبار	5
خدمة وسط طبيعة خلابة	5
ممتاز جدن	5
مكان جميل	5
جميل	4
رائع وهادئ	5
روعة في الجمال والترتيب والأكل المميز والخدمة الرائعه .	5
جمبل	5
انه مكان جميل وراءع يلفت النظر لحظة الدخول اليه	5
رائع جدا	5
أكثر من رائع	5
 من افضل المطاعم. اكل طيب و خدمه ٥ نجوم و قعده رائعه	5
ررررررروعة ميه ميه	5
من أفضل المطاعم في منطقة مرجعيون. 	5
مطعم نبع البحصاصة - حاصبيا - نهر الحاصباني	4
 انا مطعم التوتانجو يقدم خدمات جيدة. وبل أضافة انه يقع في رائس ابجبل لذالك يتمتع بأطلالة رائعة	5
راق	5
روعه واطلاله وبراس الجبل	5
طعام لذيذ، مكان مرتب؛ مناظر الطبيعة خلابة؛ والأهم ان معاملة الموظفين راقية ومحترمة	5
جيده نوعا ما	3
ممتاز	5
مكان راق والاكل لذيذ وجلسات مريحة	5
مليح	5
مطعم وناد وصالات افراح ومناسبات رائع	5
جلسه مطله وخدمه رائعه ومكان انيق وله تاريخ 	5
اطيب اكل واجمل منظر مع طله روعه	5
مطعم جميل؛ خدمة سريعة ؛ اهتمام بالزوار 	5
جميل	4
ماكولات لبنانية ومنظر مطل على النبطية	5
الجودة والنظافه ....	5
مناسبة تكريم اشخاص	1
انا من نفذ التمديدات الصحيه في هذا المطعم	5
جيدا جدا	5
خدمة جيده ونظافه السويت ممتازة واطلاله رائعه. بالاضافه الى اسعارهم جيده. بالنسبه لغير اوتيلات.	5
موقع جميل وخدمة جيدة وموتيل جيد 	3
مكان جميل ورائع والخدمة ممتازة 	3
مطعم موميز أكلة طيب كتير	5
مكان رائع للكبار والصغار انصح بهذا المكان ممتاز	5
المكان جميل جدا قرب النهر الطريق طويل فيه مكان للعائلات سمك نهري طازج الاكل يجب أن يكون افضل الأكل عادي والأسعار أكبر من مستوى الطعام هاي مشكلتنا مع اللبناني : يريد ربح المال وليس الزبون	3
رائع ويستحق 6 نجوم.	5
المكان رائع كطبيعة ولكن الطريق المؤدية له سيئة جدا ويحتاج المنتزه لتطوير كبير ليرتقي للحد الادنى من متطلبات السياحة الخارجية	3
مطعم موميز أكلة طيب كتير	5
مكان رائع للكبار والصغار انصح بهذا المكان ممتاز	5
اكثر من رائع لكن يحتاج الي زيادة في عدد الموظفين	4
مطعم رائع وممتع والخدمة جيده	4
جيد جدا وأكل طيب	5
اطيب اكلة	5
المكان ممتاز لكن خدمه الطعام بطيئه جدا.	3
قعدة روعة وخدمة ممتازة	5
راااائع جداااً	5
مكان مكتض في ايام الاعياد	2
مكان رائع واطيب لقمة	5
تجربتي ممتازة جداجداجدا	5
جلسة جميلة جدا واسعار جيدة	5
أروق مكان وأصفاه للرأس	5
رائع	5
لا بأس	5
رائعه	5
مظهر رائع اجواء جميلة 	5
جيدا 	5
مطعم مأكولات محلية يمكن اصطحاب الاولاد نظيف اسعار معقولة	3
مكان أثري هادئ	5
جيد 	4
مطعم شرقي سياحى تراثى رائع 	5
صالة اعراس جيدة 	3
ما دون الوسط في كل شي لا انصح بالدخول اليه	1
خدمة سريعة، المكان مريح، الطعام لذيذ بالرغم من الإزدحام وعجقة الرواد تستقبلك البسمة على وجوه الموظفين.	5
دليت حدا على المطعم ... سودتولي وجي اتصل يطلب دليفيري كانت معاملة سيئة جدا على التلفون	1
اسعار مناسبه وطعام جيد	4
مطعم اكلات سريعة اكل جيد اسعار مناسبة	4
مطعم رائع وجميل وأكله طيب	4
جيد جدا شيعار النظاف ممتاز	5
مطعم ممتاز و اكل رخيص و لذيذ	5
افضل شي موجود بصور وشعبي بلبي حاجة كافة الفءات	1
سعرو كتير غالي ابو ديب افضل	3
أطيب أكله من لقمي هنيه	5
اكلات طيبة وخدمه رائعه	4
اطيب وانجح مطعم على صعيد لبنان	5
طعمي شهيه	5
خدماته جيدة	5
سعر غالي واكل عادي البوظة والكوكتيل مش كتير طيبين بالنسبة للسع	2
أطيب ككتيل	5
مكان راقي	5
مش منيح	1
جيد من حيث الاستقبال مزدحم بعض الشيئ	3
قرف سراقين	1
مكان مميز ورائع	5
جيده ممتازه نظيف واكلها روعه	5
اكله طيب واسعار معقوله	4
الى الامام	5
ممتاز	5
مطعم جيد جداً	5
ممتاز	5
اعمل في المطعم	5
لا بأس بها	3
مطعم مميز والنظافة مميزة	5
أطيب و أشه الأطعمة موجودة في الجواد The most delicious food is found in Al Jawad Restaurant	5
رائع	5
جيد جدا	5
اسعار نار وأكل عادي جدآ	1
مكان رائع	5
جميل ومعقول	5
لذيذ جدا	5
مطعم ممتاز	5
اكل لذيذ	5
رائع 	5
َممتاز	5
مريح 	3
من أفضل المطاعم في لبنان	5
احلا مطعم	5
حلوجدن	5
جيد جدآ	3
أصناف الطعام متنوعة ويتميز المطعم بالمأكولات البحرية.	5
طعام لذيذ	5
جيد	4
مطعم شواطينا يعود ريعها للايتام. 	5
تتوافر جميع الخدمات 	4
مطعم شواطينا، صور	4
من أرقى المطاعم	5
للترفيه 	5
ممنتاز	5
كولش طيب الاكل بيه وشعبي يمثل تراث صور واهلها انصح بيه ونظيف الاكل والخدمه زينه	4
مطعم مميز متوفر به اصناف شهية ويوجد مواقغ للسيارة.وعنده استعداد للحفلات	4
اطيب لقمه	5
مطعم شعبي يقدم الدجاج المشوي والشورما ،والعصائر والبوظة، الشورما ذات طعمة جيدة ،بحاجة للاهتمام بنظافة المكان اكثر	5
اكله طيب واسعاره منيحة مش كتير غالي بنصحكم تجربو بس ما عنده اراجيل	4
وجبات لبنانية درجة اولى .. و اكلة طيبة و طلة حلوة	5
جيد	3
رائع	5
اطيب اكلة و احلى طلة	5
كتير جيده جدا	5
جميل	3
المطعم حلوووووو يجننن	5
أطيب لقمة	4
متوسط	3
احلى مطعم والله	5
شو ها الصورة كتير مزعجة	4
البحر في صور بجنن بس الجو بارد جدا والاثار حلوة كتير	3
طعام جيدا مكان نضيف وشاطئ جميل في مشروب	5
مكان رائع	5
منتزه بحري ممتاز و يوجد خدمات مقبولا	3
روعه	5
جيد	4
رائعة جداااا	5
نضافه البحر وهدوء المكان	5
الاكل لذيذ لكن تقديم الاكل غير احترافي	5
اكلوا طيب	5
اطلالة بحرية مميزة	3
اكلات صحية و جلسة عصرية .. متميز	5
رائع	5
مكان رومانسي و اطلالة رائعة ووجبات ممتازة 🤗🤗	5
شهي ولذيذ	5
الطعام ممتاز وبأسعار تنافسية	5
لا يوجد موقف للسيارات	5
أفضل مطعم	5
ماكدونالدز المطعم العالمي .. يقدم دائما افضل طرق اعداد البرغر الشهي و البطاطا المقرمشة بمذاق مميز و فريد .. يقع ماكدولندز فرع صور عند المدخل الجنوبي للمدينة و يتميز بموقع فريد حيث يوجد بالقرب من مجموعة مميزة من المقاهي و الاماكن الترفيهية .. مكان مميز يستحق الزيارة و ملائم لاصطحاب الاطفال	5
طعام شهي	4
عروض رائعة .. ووجبات قيمة .. احب هذا المكان	5
وجبات سريعة واسعار مرتفعة	3
رائع	4
مكان رائع و خدمة ممتازة	5
جيد	4
جيد جيدا	5
لقد زرت محلات حافظ مصطفى في إسطنبول و التي تعتبر من الافحم لكنها لا تقارن بروائع قصر الحلو في طرابلس لبنان و الذي يقدم اكثر من 1000 صنف و تصل طلبات الناس من جهات الارض الاربعة , انصح كل من يزور مدينة طرابلس لبنان ان يأخذ حلويات من قصر الحلو كهديا لمن يحب	4
انا من جده بلسعوديه جاري جاب لي علبة حلو، بصرحه من اطيب الحلويات الي ذوقتها ، ممتاز الله يبارك لكم	4
قصر الحلو حلويات عبد الرحمن الحلاب مميز متل نار على علم فخامة واصالة وتاريخه عريق منذ 1881 ولقمة شهية ولذيذة وخدمة وفيرة	5
حلويات طرابلسية مميزة يمكن ان تحصلوا عليها اين ماكنتم في العالم ..	4
قصر المر حرام يتسمى قصر الحلو لا طعم ولا ذوق ولا بيعرفوا شي عن الحلو لأ انصح أحد بدخول هذا الكهف المهجور السيء بكل ما يوصف فالخدم أشباح تقشعر من منظرهم الابدان وهو سمعة شنيعة لمدينة طرابلس انصح باغلاقه بالشمع الأحمر مالت عليكم وخسيتم ناقص خمس نجوم	1
جيد بس بطيء بتلبية الطلب	1
حلاوة الشميسي، زنود الست، مفروكة، حلاوة الجبن. كنافة بقشطة و لحم بعجين	4
أفضل محل حلويات قصر حلو عبدالرحمن حلاب	5
جيد وخدمه ممتازة ومريح	5
مكان رائع وحلو عند غير شكل.	5
مكان مميز ومريح وخدمة ممتازة وطعام جيد لذيذ	5
سوء في الخدمة و عدم السرعة في تاديت الطلب و عدم التناسق في تقديم الطلب كميت الاكل ليست كافيه تقديرا بسعرها ولاكن مدير الصالة جدا مهذب و قام بعمله على اجمل وجه ولاكن في الاخر كنت غير سعيد بهذه الوجيه ١: التأخير ٢: عدم التناسق في تقديم الاكل في محل راقي ٣:طلبت اكثر من مره بنوع من انواع الصوص ( طرطور) و طلبت من النادل عدت مرات و يتوعد حتى خلص الاكل و لم يأتي بالطلب ٤: سعر غالي بالنسبه لكميت الاكل ٥: كان مدير الصالة احلى شي و محترم	1
صحن اللحم بعجين ٦،٥٠٠ ل.ل. كتير طيب بس بعد ما تجي الفاتورة بتصير بتفكر بالطعمة ..	4
في الحقيقة أنا مررت بجانب القصر فقط	5
قصر الحلو بكل ما في الكلمة من معنى	5
مثل علم مزقت اطرافه الرياح لكنه ما زال يرفرف. #	5
زينة مدينتي الحبيبة طرابلس (قصر الحلو)	4
مكان جيد وخدمة جيده والنوعية رائعه	5
اكيب البوظة العربية .. و اشهى الحلويات الطرابلسية	5
كل شيء سهل عند الحلاب في طرابلس	5
طعم ومذاق جيد شهي اطيب شيئ البوظة لكن هو مزدحم 	4
مكان رائع	5
جيد جدا 5 نجوم	5
كنت اعمل فيها أنه من أفخم أنواع الحلويات وجودة ممتازة انهه آشهر وأطيب حلو في لبنان كله 	5
جيد جدا	4
ممتاز	5
ي ي الله من فضله إنا نسألك الجنة بلا حدود 🐶🐴🐱🚊🐯🐸🐰📱📷📹	1
رائع جدا	5
طعم جيد. مزدحم عادة. سعر مرتفع. موقع مزدحم مروريا غالبا. يوفر مواقف مجانية لزبائنه ويقدم ماء الشرب مجانا.	4
رائعة جدا وأنصح الجميع بها	4
اطيب طعم	5
فيه كل ماتحتاجونه من حلويات شرقية وغربية	5
انا من طرابلس وكتييييير بحب الحلو يلي منطلبو من عند الحلاب😍	5
تجربة حلوة	5
غني عن التعريف	4
فخامة	5
جيدة	4
مع الأحباب	5
لم تجربه بعد	4
أطيب حلو وأطيب بوظة وأطيب كاتو 	5
كتير ممتاز	1
ان هذا الطعام لذيذ جداااااا	5
رااااائع	5
صناعه حلويات فاخره جدا وخدمه ممتازه للزبائن ,,	5
اشهى المأكولات واطيب حلويات	5
من بعد حلويات القناعه ما في حلوه	2
لقمة طيبة ولكن مكان مزدحم	5
جيد	4
افضل مكان للحلويات العربية	5
احلى قعده	5
قصر الحلو فعلا	5
جيد	4
حلويات لذيييذة جدا	5
احلى وأطيب حلو بلعالم	5
بشهي	5
اطيب حلو بلعالم	5
اطيب حلو	5
راق	5
ممتاز	5
بدكن شو واحد يشتغل	5
ممتاز	5
طعام لذيذ وخدمة راقية جداً	5
اطيب لقمة احلى الاسعار.. شي نظيف مرتب ومميز	5
جميل وهادء	3
يقع المطعم في منطقة المرفأ .. في مدينة طرابلس عاصمة الشمال اللبناني و المنطقة جميلة و شارع ملئ بالمطاعم و المقاهي الفاخرة و ذات الاسعار المدروسة الاكل ممتاز و رائع .. السعر ممتاز و ضمن المعقول و الاجواء اكثر من رائعة .. الخدمة ممتازة و الضيافة و طريقتها رائعة .. احببت المكان و انصح جدا بالزيارة .. بالاضافة انه مناسب للاطفال	5
من المطاعم الجيدة في طرابلس	5
مطعم بمستوى عادي جدا ..الطعم لا بأس به والخدمة جيدة جربت مسقعة الباذنجان كانت جيدة وشقف اللحم المشوي ..	3
مطعم 🍴 راقي ومميز في منطقة راقية ومميزة منطقة الضم والفرز في طرابلس ويتميز بأطباقه الشهية والمميزة والمتنوعة.	5
لقمة طيبة ونظيفة ..وضيافة مميزة وجو مناسب..	1
رائع	3
حلوه	5
مطعم روعة	5
لكنه لم يعد يهتم كما في السابق كوني اقصده من البقاع خاصة عندما وجدت انه قد تم تمييز بعض الطاولات بالفواكه والحلويات بنوعيات افضل واكثر وطلبنا اعطائنا حسب عددنا حلويات قال لنا البعض انه لا يوجد فوجدنا انه اعطي للغير عندها تم اعطاؤنا للاسف كنت ارسل كل من اعرفه الان اصبحت اذهب الى غير مطعم بطرابلس لذلك اتمنى ان تصل رسالتي هذه الى القيمين على المطعم لاننا كنت من رواده ومشجعيه لكن الان اصبحت اسعاره باهظة مثلا كيلو المشاوي 58000 عند غيره 30000 والخدمة لم تعد كما كانت د.ناجي طويل	3
لقد اعجبني ممكن الإجابه على سؤالي شكرا	5
رائع..❤	5
ويستحق مطعم "بيتنا" أن يكون واحدًا من أفضل مطاعم مدينة طرابلس. وإلى جانب الطابع الشرقي الرائع للمطعم، وتصميمه الداخلي الذي يوحي بأنك تجلس في خيمة عربية، يقدم المطعم تشكيلة متنوعة ومختلفة من المأكولات والمقبلات اللبنانية، بالإضافة لخدمته المميزة. وأنصحكم بتناول طعام الفطور فيه، حيث يحصل الشخص على تجربة أخرى مختلفة بعض الشيء عن زيارة المطعم للغداء أو العشاء.	5
